,condition_name,drug_name,affect,summary
183,Acute myocardial infarction,Droperidol,0,"Current evidence does not directly link droperidol to acute myocardial infarction; however, droperidol has been associated with QT interval prolongation and serious arrhythmias like torsade de pointes, which can be fatal and may indirectly increase the risk of myocardial infarction. Cases have been reported even at or below recommended doses and in patients without known risk factors for QT prolongation. Therefore, a 12-lead ECG is recommended prior to administration to assess for prolonged QT intervals, and continuous ECG monitoring is advised if treatment is deemed necessary despite potential risks."
184,Acute myocardial infarction,Primidone,0,I don't know.
185,Acute myocardial infarction,Prochlorperazine,0,"There is no direct evidence provided in the context that establishes a causal association between Prochlorperazine and Acute myocardial infarction (AMI). However, the documents do mention cardiac arrest and nonspecific EKG changes as possible adverse events, and there are reports of increased mortality, particularly from cardiovascular causes, in elderly patients with dementia-related psychosis treated with antipsychotic drugs, which includes Prochlorperazine. The causal link between Prochlorperazine and AMI specifically would require further investigation beyond the provided context."
186,Acute myocardial infarction,lithium citrate,0,I don't know.
187,Acute myocardial infarction,Imipramine,1,"There is no direct evidence provided in the context regarding the causal association between Imipramine and acute myocardial infarction (AMI). However, the documents mention that tricyclic antidepressants, which include Imipramine, should be discontinued prior to elective surgery due to possible cardiovascular effects, and hypertensive episodes have been observed during surgery in patients taking desipramine hydrochloride, a related compound. This suggests a potential for cardiovascular risks, which could theoretically include AMI, but specific evidence linking Imipramine to AMI is not provided in the provided text."
188,Acute myocardial infarction,metaxalone,0,"There is no direct evidence provided in the context that supports a causal association between metaxalone and acute myocardial infarction. The documents focus on the risk of serotonin syndrome, particularly when metaxalone is used in higher than recommended doses or in conjunction with serotonergic drugs, and other adverse reactions such as CNS depression, but do not mention acute myocardial infarction as a known adverse event."
189,Acute myocardial infarction,ramelteon,0,I don't know.
190,Acute myocardial infarction,Chlorazepate,0,I don't know.
191,Acute myocardial infarction,Temazepam,0,"Current evidence from controlled clinical studies does not establish a direct causal association between temazepam and acute myocardial infarction (AMI). The provided documents list common adverse reactions to temazepam, including drowsiness, headache, and fatigue, but do not mention AMI. Cardiovascular adverse events reported at a lower frequency include dyspnea and palpitations, but not AMI."
192,Acute myocardial infarction,Methenamine,0,"There is no direct evidence provided in the context regarding a causal association between Methenamine and acute myocardial infarction (AMI). The documents focus on the cardiovascular risks associated with NSAIDs, particularly ketorolac tromethamine, and do not mention Methenamine. Therefore, based on the provided documents, a causal relationship between Methenamine and AMI cannot be established."
193,Acute myocardial infarction,Urea,0,"There is no direct evidence provided in the context that supports a causal association between urea and acute myocardial infarction (AMI). The documents focus on the side effects and risks associated with ACE inhibitors like quinapril and enalapril, including hypotension and renal impairment, which could theoretically contribute to cardiovascular events, but urea itself is not mentioned in relation to AMI."
194,Acute myocardial infarction,Miconazole,0,"There is no direct evidence provided in the context to support a causal association between Miconazole and acute myocardial infarction. The documents focus on Itraconazole, a different antifungal medication, and its contraindications, including potential cardiac effects such as congestive heart failure and ventricular dysfunction, but do not mention Miconazole or acute myocardial infarction. Therefore, based on the provided documents, a causal relationship between Miconazole and acute myocardial infarction cannot be established."
195,Acute myocardial infarction,darifenacin,0,I don't know.
196,Acute myocardial infarction,oxybutynin,0,I don't know.
197,Acute myocardial infarction,Hyoscyamine,0,"There is no direct evidence provided in the context that establishes a causal association between hyoscyamine and acute myocardial infarction (AMI). The documents focus on hyoscyamine's excretion in human milk, its use in different populations, overdose symptoms, and management, without mentioning AMI as an adverse reaction. However, acute and prolonged hypotensive episodes, tachycardia, and cardiac arrhythmias have been reported as adverse reactions, which could theoretically contribute to cardiac events in susceptible individuals."
198,Acute myocardial infarction,Dicyclomine,0,"Current evidence does not explicitly establish a causal association between dicyclomine and acute myocardial infarction. Adverse reactions reported with dicyclomine primarily include anticholinergic effects such as cardiovascular symptoms (e.g., palpitations, tachyarrhythmias), but acute myocardial infarction is not specifically mentioned in the provided documents. These adverse effects are generally dose-related and reversible upon discontinuation of the drug."
199,Acute myocardial infarction,Acetazolamide,0,"There is no direct evidence provided in the context regarding the causal association between Acetazolamide and acute myocardial infarction (AMI). The documents focus on the cardiovascular risks associated with nonsteroidal anti-inflammatory drugs (NSAIDs), including an increased risk of serious cardiovascular thrombotic events such as myocardial infarction, particularly in patients with preexisting cardiovascular disease or risk factors, and in the early weeks of treatment. However, Acetazolamide is not an NSAID and is not specifically mentioned in the context of these cardiovascular risks."
200,Acute myocardial infarction,Prilocaine,0,"There is no direct evidence provided in the provided context that establishes a causal association between prilocaine and acute myocardial infarction (AMI). However, the context does mention that the intramuscular injection of prilocaine may increase creatine phosphokinase levels, which could potentially interfere with the diagnosis of AMI, as elevated levels of this enzyme are used as a biomarker for the condition. It is important to note that this does not imply prilocaine causes AMI, but rather that it may affect the diagnostic process for it."
201,Acute myocardial infarction,Flavoxate,0,"There is no direct evidence provided in the provided documents to support a causal association between Flavoxate and acute myocardial infarction. The adverse reactions listed for Flavoxate include cardiovascular effects such as tachycardia and palpitation, but acute myocardial infarction is not mentioned. Additional research and data would be required to establish any potential link."
202,Acute myocardial infarction,Sulfasalazine,0,I don't know.
203,Acute myocardial infarction,Scopolamine,0,"There is no direct evidence provided in the provided context to support a causal association between Scopolamine and acute myocardial infarction (AMI). The documents primarily discuss adverse reactions and warnings related to Phentolamine Mesylate, with no mention of Scopolamine's direct link to AMI. However, cardiovascular effects such as tachycardia and cardiac arrhythmias are noted, which could theoretically contribute to myocardial infarction risk. Further investigation into medical literature and databases would be required to establish a definitive causal relationship."
204,Acute myocardial infarction,Ketoconazole,0,"There is no direct evidence provided in the context regarding the causal association between Ketoconazole and Acute myocardial infarction (AMI). However, the related antifungal drug Itraconazole has documented adverse cardiac effects, including congestive heart failure and negative inotropic effects, which could theoretically increase the risk of AMI, especially when coadministered with other drugs affecting cardiac function. It is important to note that Ketoconazole and Itraconazole are different drugs, and specific evidence for Ketoconazole's association with AMI would require separate investigation."
205,Acute myocardial infarction,Ketotifen,0,"There is no direct evidence provided in the context that specifically links Ketotifen to acute myocardial infarction (AMI). However, the documents discuss the increased risk of serious cardiovascular thrombotic events, including myocardial infarction, associated with the use of NSAIDs, including ketorolac tromethamine. Observational studies and clinical trials indicate that NSAID use, particularly at higher doses and in patients with preexisting cardiovascular disease or risk factors, may elevate the risk of AMI and other cardiovascular events."
206,Acute myocardial infarction,Lactulose,0,I don't know.
207,Acute myocardial infarction,Chlorothiazide,0,"There is no direct evidence provided in the context that establishes a causal association between chlorothiazide and acute myocardial infarction (AMI). The documents focus on the teratogenic effects, nonteratogenic effects, and general adverse reactions of chlorothiazide, including electrolyte imbalances and potential risks in specific populations, but do not mention AMI as a known adverse event."
208,Acute myocardial infarction,Clindamycin,0,"There is no direct evidence provided in the provided documents to support a causal association between clindamycin and acute myocardial infarction (AMI). The listed adverse reactions for clindamycin include various gastrointestinal, hypersensitivity, skin, liver, renal, hematopoietic, immune system, and local reactions, as well as cardiopulmonary arrest and hypotension with rapid intravenous administration, but AMI is not mentioned."
209,Acute myocardial infarction,Sucralfate,0,"There is no direct evidence provided in the provided documents to support a causal association between sucralfate and acute myocardial infarction. The documents focus on drug interactions, adverse reactions, and precautions related to sucralfate, with the most common adverse effect being constipation, and no mention of acute myocardial infarction as a known adverse event."
210,Acute myocardial infarction,Tetrahydrocannabinol,0,I don't know.
211,Acute myocardial infarction,Tolmetin,1,"The evidence suggests a potential causal association between tolmetin, a nonsteroidal anti-inflammatory drug (NSAID), and acute myocardial infarction (MI). Meta-analyses and registry studies indicate that NSAID use, including tolmetin, is associated with an increased risk of MI, heart failure, and cardiovascular-related hospitalizations. Additionally, tolmetin may interfere with the cardiovascular protective effects of certain medications, further contributing to the risk of adverse cardiac events."
212,Acute myocardial infarction,almotriptan,1,"There is evidence of a temporal association between almotriptan use and acute myocardial infarction, as serious cardiac events, including myocardial infarction, have been reported shortly after administration. However, due to the rarity of these events and the presence of confounding factors such as pre-existing cardiac risk factors, a definitive causal relationship has not been established. The drug's ability to cause coronary vasospasm, documented in at least one patient without prior cardiac history, suggests a possible mechanism for these adverse events, but postmarketing data's uncontrolled nature limits the ability to conclusively determine causation."
213,Acute myocardial infarction,zafirlukast,0,"There is no direct evidence provided in the provided documents that establishes a causal association between zafirlukast and acute myocardial infarction. The documents focus on other adverse reactions such as hepatic dysfunction, neuropsychiatric events, and eosinophilic conditions, but do not mention acute myocardial infarction as a known adverse reaction to zafirlukast."
214,Acute myocardial infarction,nabumetone,1,"Clinical trials and observational studies suggest an increased risk of serious cardiovascular thrombotic events, including acute myocardial infarction (AMI), associated with the use of nonsteroidal anti-inflammatory drugs (NSAIDs) like nabumetone, particularly at higher doses and in patients with existing cardiovascular disease or risk factors. The risk may manifest early in treatment and persists with longer use, leading to recommendations for caution in patients with recent myocardial infarction and for monitoring signs of cardiac ischemia if nabumetone is used in such patients."
215,Acute myocardial infarction,zolmitriptan,1,"There is evidence of a causal association between zolmitriptan and acute myocardial infarction (AMI), as rare reports indicate serious cardiac adverse reactions, including AMI, occurring within a few hours of zolmitriptan administration, sometimes in patients without known coronary artery disease (CAD). Zolmitriptan can cause coronary artery vasospasm, which may lead to myocardial ischemia or infarction, and is contraindicated in patients with ischemic or vasospastic CAD. A cardiovascular evaluation is recommended before administering zolmitriptan to patients with multiple cardiovascular risk factors, and it should not be given if there is evidence of CAD or vasospasm."
216,Acute myocardial infarction,oxaprozin,1,"Clinical trials and observational studies indicate an increased risk of serious cardiovascular thrombotic events, including acute myocardial infarction (MI), associated with the use of nonselective NSAIDs like oxaprozin, particularly at higher doses and in patients with existing cardiovascular disease or risk factors. The risk may arise early in treatment and increase with duration of use, and oxaprozin is contraindicated post-coronary artery bypass graft surgery and advised against in patients with a recent MI unless benefits outweigh risks."
217,Acute myocardial infarction,naratriptan,1,"Evidence suggests a causal association between naratriptan and acute myocardial infarction, as there have been rare reports of such cardiac adverse reactions occurring within a few hours of naratriptan administration, some in patients without known coronary artery disease (CAD). Naratriptan can induce coronary artery vasospasm, which may lead to myocardial infarction, prompting contraindications for its use in patients with ischemic or vasospastic CAD and the recommendation for cardiovascular evaluations before prescribing naratriptan to those with multiple cardiovascular risk factors."
218,Acute myocardial infarction,Diflunisal,1,"There is no direct evidence provided in the provided context to support a causal association between Diflunisal and acute myocardial infarction. The documents primarily discuss adverse reactions associated with Fluconazole and Frovatriptan, including various cardiovascular events, but do not mention Diflunisal in relation to myocardial infarction. Therefore, based on the given documents, a causal relationship cannot be established."
219,Acute myocardial infarction,benzonatate,0,"There is no direct evidence provided in the provided documents linking benzonatate to acute myocardial infarction (AMI). The documents focus on the risk of overdose, particularly in children, and various adverse reactions such as CNS depression, convulsions, and cardiac arrest, which are primarily associated with overdose rather than routine therapeutic use. The documents also mention hypersensitivity reactions, but there is no specific mention of AMI as a known adverse event related to benzonatate."
220,Acute myocardial infarction,Ketorolac,1,"Clinical trials and observational studies suggest an increased risk of serious cardiovascular thrombotic events, including acute myocardial infarction (AMI), associated with the use of nonselective NSAIDs like ketorolac, particularly at higher doses or in patients with existing cardiovascular disease or risk factors. The risk may begin within the first weeks of treatment and is higher for patients with a recent history of myocardial infarction, where ketorolac use should be avoided unless benefits outweigh risks. Monitoring for cardiac ischemia is advised if ketorolac is used post-AMI."
221,Acute myocardial infarction,Salsalate,1,"The evidence supporting the causal association between Salsalate, a nonsteroidal anti-inflammatory drug (NSAID), and acute myocardial infarction (MI) includes warnings of serious cardiovascular side effects such as MI or stroke, which may result in hospitalization and even death. Clinical trials and observational studies of NSAIDs have shown an increased risk of serious cardiovascular thrombotic events, including MI, particularly in patients with existing cardiovascular disease or risk factors. Patients are advised to be vigilant for symptoms of cardiovascular events and to seek medical advice if such symptoms occur."
222,Acute myocardial infarction,salmeterol,0,"The available evidence does not establish a direct causal relationship between salmeterol and acute myocardial infarction. Postmarketing experience with salmeterol has identified cardiovascular adverse events such as arrhythmias, but due to the voluntary nature of these reports and the uncertain size of the population, it is challenging to reliably estimate their frequency or establish a causal link to the drug. Clinical trials and postmarketing data have primarily highlighted an increased risk of asthma-related death when salmeterol is used as monotherapy without inhaled corticosteroids."
223,Acute myocardial infarction,bromfenac,0,"Current evidence suggests that NSAIDs, including bromfenac, may be associated with an increased risk of serious cardiovascular thrombotic events, such as acute myocardial infarction (MI), particularly at higher doses and in patients with preexisting cardiovascular disease or risk factors. Clinical trials and observational studies indicate that this risk may manifest early in treatment and persist over time, with recommendations to use the lowest effective dose for the shortest possible duration to mitigate this risk. However, specific data on bromfenac directly causing MI is not provided in the provided context, which focuses on NSAIDs in general and ketorolac tromethamine in particular."
224,Acute myocardial infarction,Sumatriptan,1,"The evidence for a causal association between Sumatriptan and acute myocardial infarction (AMI) is based on postmarketing reports and the known pharmacological effects of triptans, which include coronary vasospasm. While serious adverse cardiac events, including AMI, have been reported following the administration of triptans, the incidence is extremely low considering their widespread use. A definitive causal relationship has not been established due to the uncontrolled nature of postmarketing surveillance, but the possibility cannot be excluded, especially in patients with risk factors for coronary artery disease."
225,Acute myocardial infarction,Piroxicam,1,"Evidence from clinical trials and observational studies suggests an increased risk of acute myocardial infarction (MI) with the use of nonselective NSAIDs, including piroxicam. The Coxib and traditional NSAID Trialists’ Collaboration meta-analysis and Danish National Registry studies indicate that NSAID use, particularly at higher doses and in patients with preexisting cardiovascular risk factors or disease, is associated with a heightened risk of serious cardiovascular thrombotic events, including MI. Therefore, caution is advised when prescribing piroxicam, especially in patients with a history of heart failure or recent MI, and monitoring for cardiac ischemia is recommended if piroxicam is used in such individuals."
226,Acute myocardial infarction,fluticasone,0,"There is no direct evidence provided in the supplied documents linking fluticasone to acute myocardial infarction (AMI). The adverse reactions listed for fluticasone primarily concern local effects such as epistaxis, nasal irritation, and systemic effects like hypercorticism and adrenal suppression, with no mention of AMI. Therefore, based on the available context, a causal association between fluticasone and acute myocardial infarction cannot be established."
227,Acute myocardial infarction,Fenoprofen,1,"There is no direct evidence provided in the context regarding the causal association between Fenoprofen and acute myocardial infarction (AMI). However, the documents discuss an increased risk of serious cardiovascular thrombotic events, including myocardial infarction, associated with the use of nonsteroidal anti-inflammatory drugs (NSAIDs) in general, which may occur early in treatment and increase with the duration of use. Observational studies have also indicated an increased risk of reinfarction and cardiovascular-related death in NSAID users post-myocardial infarction."
228,Acute myocardial infarction,rizatriptan,1,"Current evidence does not establish a direct causal relationship between rizatriptan and acute myocardial infarction (AMI). While rizatriptan, a 5-HT1 agonist, has been associated with various cardiovascular effects such as palpitations, tachycardia, and increased blood pressure, the provided documents do not specifically report AMI as a frequent adverse event. The role of rizatriptan in causing cardiovascular adverse events cannot be reliably determined due to limitations in adverse event reporting and the lack of quantitative frequency estimates for AMI."
229,Acute myocardial infarction,Flurbiprofen,1,"There is an established increased risk of serious cardiovascular thrombotic events, including acute myocardial infarction (AMI), associated with the use of nonsteroidal anti-inflammatory drugs (NSAIDs) like flurbiprofen. This risk may occur early in treatment and increase with the duration of use, particularly in patients with existing cardiovascular disease or risk factors. Observational studies have also indicated that NSAID use post-myocardial infarction can lead to a higher incidence of reinfarction and cardiovascular-related mortality."
230,Acute myocardial infarction,Indomethacin,1,"Clinical trials and observational studies suggest an increased risk of cardiovascular thrombotic events, including acute myocardial infarction (MI), associated with the use of NSAIDs like indomethacin, particularly at higher doses and in patients with existing cardiovascular disease or risk factors. The risk may begin early in treatment and increases with duration of use, with indomethacin contraindicated post-coronary artery bypass graft surgery and advised against in patients with a recent MI unless benefits outweigh risks."
231,Acute myocardial infarction,Ketoprofen,1,"Clinical trials and observational studies indicate an increased risk of serious cardiovascular thrombotic events, including acute myocardial infarction (MI), associated with the use of nonselective NSAIDs like ketoprofen, particularly at higher doses and in patients with preexisting cardiovascular disease or risk factors. The risk may manifest early in treatment and persists with prolonged use. Patients with recent MI are advised to avoid ketoprofen unless benefits outweigh the risk of recurrent CV thrombotic events, and if used, they should be monitored for cardiac ischemia."
232,Acute myocardial infarction,frovatriptan,1,"There have been rare reports of serious cardiac adverse reactions, including acute myocardial infarction, occurring within a few hours following administration of frovatriptan, some in patients without known coronary artery disease (CAD). Frovatriptan may cause coronary artery vasospasm, which can lead to myocardial ischemia or infarction, even in patients without a history of CAD, particularly in those with multiple cardiovascular risk factors. Therefore, a cardiovascular evaluation is recommended before administering frovatriptan to patients with risk factors, and its use is contraindicated in individuals with evidence of ischemic or vasospastic CAD."
233,Acute myocardial infarction,eletriptan,1,"There have been rare reports of serious cardiac adverse reactions, including acute myocardial infarction, occurring within a few hours following administration of eletriptan hydrobromide, some of which occurred in patients without known coronary artery disease (CAD). Eletriptan may cause coronary artery vasospasm, even in patients without a history of CAD, necessitating a cardiovascular evaluation in patients with multiple risk factors before administration. However, due to the voluntary nature of postmarketing surveillance, establishing a definitive causal relationship between eletriptan use and myocardial infarction is challenging."
234,Acute myocardial infarction,Etodolac,1,"Clinical trials and observational studies suggest an increased risk of acute myocardial infarction (MI) with the use of nonselective NSAIDs, including etodolac, particularly at higher doses and in patients with existing cardiovascular disease or risk factors. The risk may manifest early in treatment and persists with prolonged use. Etodolac should be used with caution in patients with recent MI, and the lowest effective dose should be used for the shortest duration to minimize cardiovascular thrombotic risks."
235,Acute myocardial infarction,Sulindac,1,"Clinical trials and observational studies suggest an increased risk of acute myocardial infarction (AMI) with the use of nonsteroidal anti-inflammatory drugs (NSAIDs), including Sulindac, particularly at higher doses and with longer duration of use. Sulindac is contraindicated in patients post-coronary artery bypass graft surgery due to an elevated risk of cardiovascular thrombotic events, and caution is advised in patients with a recent myocardial infarction, as NSAID use in this group has been associated with an increased risk of reinfarction and cardiovascular-related death."
236,Acute myocardial infarction,Epoetin Alfa,1,"Clinical trials, including the CHOIR study, have demonstrated an increased risk of major cardiovascular events, such as acute myocardial infarction, in patients with chronic kidney disease treated with Epoetin Alfa to achieve higher versus lower hemoglobin targets (hazard ratio 1.34). This association suggests a causal relationship between Epoetin Alfa therapy and the occurrence of acute myocardial infarction, particularly when used to maintain higher hemoglobin concentrations."
237,Acute myocardial infarction,darbepoetin alfa,1,"Clinical trials, including CHOIR and TREAT, have indicated an increased risk of adverse cardiovascular events, such as stroke, in patients treated with darbepoetin alfa, particularly among those with chronic kidney disease (CKD) not on dialysis, anemia, and type 2 diabetes, or with a history of cancer. However, these trials did not demonstrate a statistically significant increase in acute myocardial infarction (MI) specifically associated with darbepoetin alfa treatment compared to control groups. The evidence suggests caution in using darbepoetin alfa due to the potential for increased cardiovascular risks, but a direct causal association with acute MI is not clearly established based on the provided documents."
238,Acute myocardial infarction,moexipril,1,"There is no direct evidence provided in the context that establishes a causal association between moexipril and acute myocardial infarction (AMI). However, the documents indicate that moexipril, like other ACE inhibitors, can cause symptomatic hypotension, particularly in patients with conditions like congestive heart failure, ischemic heart disease, aortic stenosis, or cerebrovascular disease, where an excessive decrease in blood pressure could potentially result in a myocardial infarction. Therefore, while a direct causal link is not established, there is a plausible mechanism by which moexipril could contribute to the risk of AMI under certain circumstances."
239,Acute myocardial infarction,Nifedipine,1,I don't know.
240,Acute myocardial infarction,Dipyridamole,1,"The evidence from a study of 3911 patients indicates that acute myocardial infarction (AMI) is a rare but serious adverse event associated with intravenous Dipyridamole, occurring in 0.1% of patients, with both fatal and non-fatal cases documented. This causal association is further supported by the inclusion of myocardial infarction in the warnings section of the drug's literature, although the overall incidence is low and should be weighed against the potential diagnostic benefits of the drug when used as an adjunct to thallium myocardial perfusion imaging."
241,Acute myocardial infarction,Amlodipine,1,"The evidence suggests that worsening angina and acute myocardial infarction (AMI) can occur after initiating or increasing the dose of amlodipine, particularly in patients with severe obstructive coronary artery disease, as indicated in the warnings and precautions section of the drug's labeling. This association is based on postmarketing experience and clinical trial data, although the exact frequency and causal relationship are less clear due to the voluntary nature of postmarketing reports and the complexity of patient conditions."
242,Acute myocardial infarction,Enalaprilat,1,"There is no direct evidence provided in the context that supports a causal association between Enalaprilat and acute myocardial infarction (AMI). The documents focus on the effects of Enalaprilat on renal function, blood pressure, and potassium levels, with no mention of AMI as an adverse event."
243,Acute myocardial infarction,Factor VIIa,1,"The provided context does not contain specific information regarding Factor VIIa and its association with acute myocardial infarction (AMI). Instead, it discusses the cardiovascular risks associated with nonsteroidal anti-inflammatory drugs (NSAIDs), including an increased risk of serious cardiovascular thrombotic events such as myocardial infarction and stroke. The documents highlight that this risk may be present early in treatment, increase with duration of use, and is most consistently observed at higher doses. NSAIDs are contraindicated post-coronary artery bypass graft surgery due to an increased incidence of myocardial infarction and stroke. Therefore, based on the provided documents, a causal association between Factor VIIa and AMI cannot be established."
244,Acute myocardial infarction,Flutamide,0,I don't know.
245,Acute myocardial infarction,Chlorambucil,0,I don't know.
246,Acute myocardial infarction,Methimazole,0,"There is no direct evidence provided in the provided documents linking methimazole to acute myocardial infarction (AMI). However, methimazole has been associated with vasculitis, which can lead to severe complications, and since vasculitis can affect any organ system, including the cardiovascular system, it is theoretically possible that vasculitis could contribute to an increased risk of AMI. Most cases of vasculitis with methimazole were associated with ANCA-positive vasculitis and improved upon drug discontinuation or with additional treatments."
247,Acute myocardial infarction,estropipate,1,I don't know.
248,Acute myocardial infarction,Acarbose,0,"There is no direct evidence provided in the provided documents to support a causal association between acarbose and acute myocardial infarction. The documents focus on gastrointestinal side effects, elevated serum transaminase levels, and other adverse reactions, but do not mention acute myocardial infarction as a known adverse event. Clinical studies have not established conclusive evidence of macrovascular risk reduction with acarbose, which includes outcomes like myocardial infarction."
249,Acute myocardial infarction,Estradiol,1,"The provided documents do not specifically address the causal association between estradiol and acute myocardial infarction (AMI). However, they do indicate an increased risk of venous thromboembolism (VTE), including deep vein thrombosis (DVT) and pulmonary embolism (PE), in women receiving estrogen therapy, which could theoretically contribute to cardiovascular events. The documents focus on risks of VTE, endometrial and breast cancer, and other conditions associated with estrogen use, but do not provide direct evidence linking estradiol to AMI."
250,Acute myocardial infarction,"Estrogens, Conjugated (USP)",1,"The provided context does not contain specific information regarding the causal association between Estrogens, Conjugated (USP) and Acute myocardial infarction (MI). The documents focus on the cardiovascular risks associated with NSAIDs, particularly celecoxib, and other drug interactions with enalapril, but do not mention Estrogens, Conjugated (USP). Therefore, based on the given context, I cannot provide a summary of the evidence for the association between Estrogens, Conjugated (USP) and Acute myocardial infarction."
251,Acute myocardial infarction,sitagliptin,0,"Current evidence does not establish a direct causal association between sitagliptin and acute myocardial infarction (AMI). While postmarketing reports and observational studies have raised concerns about the cardiovascular safety of DPP-4 inhibitors, including sitagliptin, clinical trials have not consistently demonstrated a significant increase in the risk of AMI with sitagliptin use compared to placebo. It is recommended to consider the risks and benefits before initiating treatment with sitagliptin in patients at risk for heart failure, a condition that can be related to AMI, and to monitor patients for signs and symptoms of heart failure during therapy."
252,Acute myocardial infarction,Tinidazole,0,"There is no direct evidence provided in the provided documents to support a causal association between Tinidazole and acute myocardial infarction. The postmarketing experience mentions adverse reactions such as severe acute hypersensitivity, seizures, neuropathy, and blood dyscrasias, but acute myocardial infarction is not listed among the identified adverse reactions. Additionally, while there is a warning for potential carcinogenicity based on related compounds, this does not extend to cardiovascular events like myocardial infarction."
253,Acute myocardial infarction,posaconazole,0,"There is no direct evidence provided in the provided documents to support a causal association between posaconazole and acute myocardial infarction. The clinical trial and postmarketing experiences focus on adverse reactions such as gastrointestinal issues, electrolyte disturbances, and QTc prolongation, but acute myocardial infarction is not mentioned as an observed adverse event."
254,Acute myocardial infarction,entecavir,0,"The provided documents do not report acute myocardial infarction as an observed adverse event in clinical trials or postmarketing experience with entecavir. The most common adverse events of any severity through Week 48 in subjects receiving entecavir were peripheral edema, ascites, pyrexia, hepatic encephalopathy, and upper respiratory infection, with no mention of acute myocardial infarction."
255,Acute myocardial infarction,Nelfinavir,0,I don't know.
256,Acute myocardial infarction,Didanosine,0,"Current evidence does not directly link Didanosine to acute myocardial infarction; however, it is associated with severe adverse events such as lactic acidosis, hepatomegaly with steatosis, and pancreatitis, which can be fatal. These conditions could indirectly contribute to cardiac events, but a direct causal relationship with acute myocardial infarction is not established in the provided documents."
257,Acute myocardial infarction,Paromomycin,0,I don't know.
258,Acute myocardial infarction,Penicillin V,0,"There is no direct evidence provided in the context regarding a causal association between Penicillin V and acute myocardial infarction (AMI). The documents focus on the cardiovascular risks associated with nonsteroidal anti-inflammatory drugs (NSAIDs), particularly ibuprofen and ketorolac, which have been linked to an increased risk of serious cardiovascular thrombotic events, including AMI, especially in patients with preexisting cardiovascular disease or risk factors. Penicillin V is not mentioned in the provided context, and thus no conclusion can be drawn about its association with AMI from this information."
259,Acute myocardial infarction,tipranavir,0,I don't know.
260,Acute myocardial infarction,terbinafine,0,"There is no direct evidence provided in the provided documents linking terbinafine to acute myocardial infarction (AMI). The documents focus on terbinafine's potential risks during pregnancy, lactation, and its contraindication in patients with liver disease, along with other adverse effects such as liver failure, taste and smell disturbances, and skin reactions. However, they do not mention AMI as a known adverse event associated with terbinafine use. Further investigation into postmarketing surveillance data and medical literature would be required to establish any causal relationship between terbinafine and AMI."
261,Acute myocardial infarction,Stavudine,0,"There is no direct evidence provided in the provided context linking stavudine to acute myocardial infarction. The documents focus on adverse events such as pancreatitis, lipoatrophy, and immune reconstitution syndrome associated with stavudine, particularly when used in combination with didanosine, and on the risks during pregnancy, including lactic acidosis. The causal association between stavudine and acute myocardial infarction would require further investigation beyond the scope of the provided documents."
262,Acute myocardial infarction,gatifloxacin,0,I don't know.
263,Acute myocardial infarction,Mebendazole,0,"There is no clear evidence or reported association between mebendazole use and acute myocardial infarction in the provided documents. The context focuses on the effects of mebendazole during pregnancy, lactation, and its use in pediatric and geriatric populations, with adverse events such as birth defects, miscarriages, and other toxicities in animal studies, but does not mention acute myocardial infarction."
264,Acute myocardial infarction,Vitamin A,0,I don't know.
265,Acute myocardial infarction,Penicillamine,0,"The provided documents do not establish a direct causal association between Penicillamine and acute myocardial infarction (AMI). While Penicillamine is associated with a high incidence of adverse reactions, including potentially fatal conditions, and requires close medical supervision, the specific adverse event of AMI is not mentioned in the context of Penicillamine therapy in the provided documents. Therefore, based on the given context, there is no evidence supporting a causal relationship between Penicillamine and acute myocardial infarction."
266,GI bleed,Thiothixene,0,I don't know.
267,GI bleed,Methocarbamol,0,"There is no direct evidence provided in the context regarding the causal association between Methocarbamol and GI bleed. The documents focus on NSAIDs, particularly celecoxib and piroxicam, and their well-documented risks of causing GI bleeding, ulceration, and perforation. Methocarbamol is not mentioned in the provided context, which primarily discusses the gastrointestinal risks associated with NSAID use and related risk factors."
268,GI bleed,Escitalopram,1,"Escitalopram, a selective serotonin reuptake inhibitor (SSRI), is associated with an increased risk of gastrointestinal (GI) bleeding, particularly when used concomitantly with other medications that affect hemostasis such as NSAIDs, oral corticosteroids, aspirin, or anticoagulants. This risk is further elevated in patients with a history of peptic ulcer disease or GI bleeding, as well as in those who smoke, consume alcohol, are of older age, or have poor general health status."
269,GI bleed,Neostigmine,0,"The provided documents do not establish a direct causal association between Neostigmine and GI bleed. Adverse reactions commonly associated with Neostigmine include bradycardia, nausea, vomiting, and various other effects related to its pharmacological action at muscarinic receptor sites, but GI bleed is not explicitly mentioned. Monitoring is advised for patients with renal or hepatic impairment due to altered drug metabolism and elimination."
270,GI bleed,Phentermine,0,"There is no direct evidence provided in the context regarding the causal association between Phentermine and GI bleed. The documents supplied discuss gastrointestinal risks associated with NSAIDs like celecoxib and piroxicam, as well as adverse reactions to imatinib mesylate, none of which are Phentermine. Therefore, based on the provided documents, a causal relationship between Phentermine and GI bleed cannot be established."
271,GI bleed,Disulfiram,0,I don't know.
