condition_name,drug_name,affect,support_response,refute_repsonse
gi bleed,tirofiban,,"Evidence from the provided drug label suggests that gastrointestinal (GI) bleeding is a recognized adverse reaction of Tirofiban, an antiplatelet medication commonly used in the setting of acute coronary syndromes and percutaneous coronary intervention (PCI). The drug label highlights bleeding as the most commonly reported adverse reaction to Tirofiban Hydrochloride Injection. Here is a summary of the evidence derived from the clinical trials and post-marketing experience:

Clinical Trials:
According to the PRISM-PLUS study, the incidence of major and minor bleeding was higher in patients who received Tirofiban Hydrochloride Injection in combination with heparin compared to heparin alone:
- Major bleeding (which could include GI bleeding): 1.4% with Tirofiban + Heparin vs. 0.8% with Heparin alone
- Transfusion requirement (often a result of significant bleeding such as GI bleeding): 4.0% with Tirofiban + Heparin vs. 2.8% with Heparin alone

Furthermore, the rates of major bleeding events, which may encompass GI bleeding, were consistent in other sections of the population treated with the recommended Tirofiban regimen, comparable to the rates observed in the PRISM-PLUS regimen.

Post-Marketing Surveillance:
Although the drug label does not specify the incidences of GI bleeding in the post-marketing experience section, it emphasizes that bleeding is the most common adverse event reported. GI bleeding would fall under the category of serious bleeding complications which necessitate discontinuation of the drug as mentioned under Warnings (5.1) in the drug label.

No quantitative data on the specific incidence of GI bleeds after Tirofiban exposure in the post-marketing setting is provided in the document.

In conclusion, evidence from clinical trials indicates a relationship between Tirofiban use and an increased incidence of bleeding events, which could include GI bleeding. The higher rates of major and minor bleeding, as well as transfusion requirements in patients receiving Tirofiban, support the relationship between the drug and potential GI bleeds. However, specific quantitative data on GI bleeding as a distinct category within these incidences is not provided in the document excerpts shared. Additional clinical studies and more detailed post-marketing data would be required to quantify the specific risk of GI bleeding associated with Tirofiban.",NA
gi bleed,tivozanib,,"Based on the information provided, tivozanib (FOTIVDA) has been associated with several adverse reactions and specific warnings and cautions are listed on its label, including hemorrhagic events. It is indicated that hemorrhagic events occurred in 11% of patients treated with tivozanib, and fatal hemorrhagic events occurred in 0.2% of patients. Hemorrhagic events of various types are listed, including but not limited to hematuria, epistaxis, gastrointestinal hemorrhage, and cerebral hemorrhage.

The label specifically includes gastrointestinal hemorrhage within the broader category of hemorrhagic events, which suggests that gastrointestinal bleeding (GI bleed) is recognized as a potential adverse reaction of tivozanib. This information is derived from clinical trial experiences, specifically the TIVO-3 trial, which evaluated the safety of tivozanib in patients with relapsed or refractory advanced renal cell carcinoma (RCC) who received two or more prior systemic treatments. The adverse reactions and laboratory abnormalities observed in the TIVO-3 trial are well documented in the supplied drug label sections.

Therefore, the evidence supporting the relationship between GI bleed and tivozanib comes from clinical trial data, with the TIVO-3 trial explicitly providing this information. Furthermore, the drug label’s ""WARNINGS AND PRECAUTIONS"" section also advises close monitoring of patients who are at risk for or have a history of bleeding, indicating that the risk of bleeding, including GI bleed, is taken into consideration for patient management.

In summary, the evidence from clinical trials, as reflected in the product labeling, supports the relationship between GI bleed and tivozanib exposure. This evidence is primarily based on the adverse reactions reported in the context of the TIVO-3 trial and is incorporated into the label's warnings and precautions to inform healthcare providers and patients.",NA
gi bleed,tizanidine,,"The drug label information provided for tizanidine does not list gastrointestinal bleeding (GI bleed) as a reported adverse reaction from clinical trials or postmarketing experience. Tizanidine, based on the label sections provided, primarily shows a propensity for adverse reactions such as dry mouth, somnolence, asthenia, dizziness, liver function abnormalities, and hypotension, among others.

Clinical Trials Experience:
The adverse reactions described for tizanidine from clinical trials are primarily related to its expected pharmacological action as a central alpha-2-adrenergic agonist. The most frequently reported adverse reactions in the clinical trials, which involved both multiple sclerosis and spinal cord injury patients, included dry mouth, somnolence/sedation, asthenia, and dizziness.

Postmarketing Experience:
The postmarketing experience for tizanidine lists additional adverse reactions not observed in the clinical trials. These adverse events are voluntarily reported and include, but are not limited to, Stevens Johnson Syndrome, anaphylactic reaction, exfoliative dermatitis, ventricular tachycardia, hepatitis, convulsion, depression, arthralgia, paresthesia, rash, and tremor. Notably, GI bleeding is not mentioned in the postmarketing experience section either.

Based on the drug label information provided, there is no known evidence to support a relationship between tizanidine exposure and the potential adverse reaction of gastrointestinal bleeding. It is important to note that this conclusion is specific to the details presented in the label and that such labels can be updated if new evidence arises. Therefore, it is advisable to consult the latest drug label or medical literature for the most current information. Additionally, healthcare professionals should report any observed adverse reactions to the appropriate bodies, such as the FDA, to continuously update the safety profile of medications.",NA
gi bleed,tolcapone,,"The provided drug label for tolcapone, a medication used to treat Parkinson's disease, contains detailed information about various adverse reactions observed in patients during clinical trials and post-marketing surveillance. However, there is no explicit mention of gastrointestinal (GI) bleeding as an adverse reaction directly attributable to tolcapone in the sections provided. 

The label does mention ""gastrointestinal hemorrhage"" as an infrequent event observed in the digestive system during trials, without specifying whether this is directly related to tolcapone use or not. Infrequent events are defined as those occurring in between 1/100 and 1/1000 patients. It's important to note that the presence of this adverse event does not confirm a causal relationship with the medication, as clinical trials and post-marketing experiences often report events without establishing causality.

It is worth mentioning that many patients with Parkinson's disease are concurrently treated with other medications including levodopa/carbidopa, which might also contribute to the risk of adverse reactions such as gastrointestinal issues. This complexity underscores the difficulty of attributing GI bleed specifically to tolcapone without further investigational data.

In summary, based on the provided sections of the drug label, there is not a clearly established relationship between tolcapone use and GI bleeding. The evidence does not specifically cite GI bleed as a common adverse reaction to tolcapone, though gastrointestinal hemorrhage has been reported infrequently. It's crucial to consider the entire clinical context, including concomitant medication use and patient history, when evaluating the risk of GI bleeding in patients taking tolcapone. 

For the most accurate evaluation, clinicians should refer to the complete label, the latest medical literature, and pharmacovigilance resources to fully assess the risk of GI bleed in relation to tolcapone exposure. If such data becomes available, it would provide a more robust basis for understanding any potential association.",NA
gi bleed,tolmetin,1.0,"Based on the drug label information provided, there is evidence to support the relationship between gastrointestinal (GI) bleeding and the use of tolmetin, which is a nonsteroidal anti-inflammatory drug (NSAID). The specific evidence can be summarized as follows:

1. Clinical Trials: GI bleeding is recognized as an adverse reaction with a probable causal relationship to tolmetin, occurring in less than 1% of patients in controlled clinical trials. Additionally, GI complaints such as abdominal pain, dyspepsia, and peptic ulcer were also significantly frequent, with nausea occurring in 11% of patients. About 10% of patients discontinued treatment due to adverse events that were mostly gastrointestinal in nature.

2. Post-Marketing Surveillance: The occurrence of GI bleeding has been reported since the marketing of the drug. Tolmetin's label lists gastrointestinal bleeding both with and without evidence of peptic ulcer as probable adverse reactions that are less frequent but causally related to the medication. The frequency of these events during post-marketing is not provided, but their inclusion indicates that further cases have been observed following the approval of the drug.

3. Boxed Warnings: Tolmetin, like other NSAIDs, carries a boxed warning indicating a heightened risk of serious GI adverse events, including bleeding, ulceration, and perforation of the stomach or intestines, the severity of which can be fatal. No specific incidence rate for GI bleeding related to tolmetin is provided in the boxed warning; however, it highlights the serious nature of this risk with NSAID use.

The clinical trials data, post-marketing surveillance, and the boxed warnings collectively provide evidence that GI bleeding is an adverse reaction associated with the use of tolmetin. Patients with a history of peptic ulcer disease or those concurrently using other anti-inflammatory drugs, including corticosteroids, might have an increased risk for GI bleeding while on tolmetin. Elderly patients are indicated to be at greater risk for serious gastrointestinal events, but a direct incidence rate of these effects specifically related to tolmetin is not detailed in the information provided.

Sources:
- Tolmetin prescribing information as provided in the query (drug label sections: ADVERSE REACTIONS, BOXED WARNING).",NA
gi bleed,tolvaptan,,"Based on the provided drug label sections for tolvaptan, there is evidence that gastrointestinal bleeding, specifically including gastrointestinal (GI) bleed, can be an adverse reaction to tolvaptan in a certain patient population. This conclusion is drawn from clinical trials observations reported in the label. The relevant information can be summarized as follows:

1. **Clinical Trials Evidence:**
   - In a subgroup of patients with hyponatremia due to cirrhosis who participated in clinical trials of tolvaptan, gastrointestinal bleeding was reported in 6 out of 63 (10%) tolvaptan-treated patients. In contrast, only 1 out of 57 (2%) placebo-treated patients reported this adverse reaction. This data suggests a higher incidence of GI bleeding in patients with cirrhosis treated with tolvaptan compared to placebo.
   - The trials included 607 hyponatremic patients treated with tolvaptan. While the specific mention of GI bleed is in relation to the subset with cirrhosis, the broader safety profile from these trials informs about other potential gastrointestinal disturbances and adverse reactions that have been recorded more frequently with tolvaptan than placebo.

2. **Post-Marketing Surveillance Evidence:**
   - There is no specific mention of GI bleed in the post-marketing experience section provided. This section only notes that osmotic demyelination syndrome and hypernatremia have been reported after the drug was approved, among other adverse reactions. While post-marketing data can often provide additional insights into rare or long-term adverse reactions, in this case, it does not add to the evidence concerning GI bleed.

3. **Summary of Evidence:**
   - There is evidence from controlled clinical trials indicating that GI bleed is a potential adverse reaction to tolvaptan in patients with cirrhosis. The data shows a statistically significant difference in the incidence of GI bleeding between tolvaptan-treated patients (10%) versus those receiving placebo (2%) in this subgroup.
   - No evidence of GI bleed being an adverse reaction has been explicitly stated in the general population treated with tolvaptan based on the provided label information. However, it is important to note that clinical trial environments are controlled settings and may not capture all adverse reactions seen in the wider patient population post-marketing.

4. **Limitations and Considerations:**
   - The provided label information is specific to patients with the condition of hyponatremia, a segment of which had underlying cirrhosis. It is not clear if the higher incidence of GI bleed is related to tolvaptan itself or the underlying cirrhosis, or a combination of both.
   - Without detailed data on individual case reports or more extensive epidemiological studies, it is difficult to establish a causal relationship of tolvaptan with GI bleed outside the cirrhotic population.
   - It is always necessary to consider the full clinical context, patient history, and concomitant medications when evaluating any reported adverse reaction to determine causality.

In conclusion, there is evidence supporting an increased risk of GI bleed as an adverse reaction to tolvaptan in patients with hyponatremia and cirrhosis based on clinical trials. However, this information may not necessarily extend to all populations taking tolvaptan, and the causality in individuals without cirrhosis is not clearly supported by the provided information.","There is evidence refuting the relationship between gastrointestinal (GI) bleeding and tolvaptan use in hyponatremic patients without cirrhosis. Specifically, in several trials and studies mentioned in the provided drug label sections, GI bleeding is not listed as one of the common adverse reactions in patients with hyponatremia treated with tolvaptan. The most frequently reported adverse reactions in clinical trials were thirst, dry mouth, asthenia, constipation, pollakiuria or polyuria, and hyperglycemia.

However, within a subgroup of hyponatremic patients with cirrhosis treated with tolvaptan in the clinical trials, GI bleeding was observed at a higher frequency (6 out of 63 patients, or 10%) in those treated with tolvaptan compared to placebo-treated patients (1 out of 57 patients, or approximately 2%). It should be noted that this information pertains specifically to the subgroup of patients with cirrhosis, which is a known risk factor for GI bleeding due to complications such as portal hypertension and esophageal varices. Thus, the available evidence suggests that in the general population of patients with hyponatremia without cirrhosis, GI bleeding is not a common adverse reaction associated with tolvaptan based on the clinical trials data presented in the drug label.

Regarding postmarketing experience, the label does not list GI bleeding as an observed adverse reaction in the population of unknown size taking tolvaptan. However, due to the voluntary nature of postmarketing reports and the potentially limited scope of these reports, the absence of reported GI bleeding does not conclusively rule out a possible relation but indicates that such adverse events are either not occurring at a frequency warranting specific mention in this context or have not been recognized as associated with the drug.

To summarize, while there is some evidence of an increased occurrence of GI bleeding in a specific subgroup of tolvaptan-treated patients with hyponatremia and cirrhosis, there is no evidence in the provided drug label sections indicating that GI bleeding is a common adverse reaction in the broader population of patients without cirrhosis treated with tolvastan.

Sources: 
- Drug label sections provided by the user (Adverse Reactions [6], Warnings and Precautions [5], Postmarketing Experience [6.2])."
gi bleed,tolvaptan,,"Based on the provided drug label sections for tolvaptan, the evidence for a potential adverse reaction of gastrointestinal (GI) bleeding, specifically in the context of cirrhosis, is noted in the clinical trial experience. 

In the Clinical Trials Experience section (6.1), the drug label reports gastrointestinal bleeding events in patients with cirrhosis who were treated with tolvaptan. Out of 63 tolvaptan-treated patients with cirrhosis, 6 (10%) experienced GI bleeding, in comparison to 1 out of 57 (2%) placebo-treated patients. This suggests an association between tolvaptan use and an increased incidence of GI bleeding in this specific patient population. 

The report does not provide a detailed mechanism by which tolvaptan may induce GI bleeding, nor does it mention GI bleed as a common adverse effect in the general population of patients treated with tolvaptan. It is specific to the subgroup of patients with hyponatremia and cirrhosis. The warnings and precautions sections do not list GI bleed as a common adverse effect or as one requiring a box warning. 

It is essential to note that this information is drawn from controlled clinical trials and may not reflect rates observed in broader clinical practice. However, these controlled trials provide some basis for identifying adverse events potentially related to drug use. 

In summary, there is evidence from clinical trials indicating an association between tolvaptan and the occurrence of GI bleeding in a subset of patients with cirrhosis. This evidence is based on the observed higher incidence of GI bleeding in tolvaptan-treated cirrhotic patients compared to those receiving placebo during clinical studies. 

For a comprehensive assessment of this potential adverse effect, healthcare professionals should also consider additional information from continued post-marketing surveillance, as the drug label encourages reporting of suspected adverse reactions to Otsuka (the pharmaceutical company) or the FDA.",NA
gi bleed,torsemide,,"Based on the sections provided from the drug label of torsemide, there is no explicit evidence mentioned that directly associates torsemide with gastrointestinal bleeding (GI bleed) as an adverse reaction in either clinical trial data (section 6.1 Clinical Trials Experience) or post-marketing experience (section 6.2 Postmarketing Experience).

The sections provided focus on various other potential adverse reactions and risks, such as:

- Excessive urination (most common adverse reaction mentioned)
- Electrolyte and metabolic abnormalities (e.g., hypokalemia, hyponatremia, hyperglycemia)
- Hypotension and worsening renal function
- Ototoxicity (risk of tinnitus and hearing loss)
- Laboratory parameter changes (increases in blood urea nitrogen, serum creatinine, and serum uric acid)
- Postmarketing reports of pancreatitis, abdominal pain (though not specifically GI bleed), increases in liver transaminases, and other adverse reactions affecting multiple systems

It is essential to note that while abdominal pain is listed in the postmarketing experience, it is not synonymous with GI bleed and could represent a variety one of conditions unrelated to bleeding. Therefore, from the information you provided, there is no known evidence within these sections of the drug label to support a relationship between torsemide and GI bleed as an adverse reaction.

If there are suspicions or hypotheses about a potential adverse reaction like GI bleed with torsemide, it would be important to look into more data sources or conduct post-marketing surveillance and pharmacoepidemiological studies to establish any potential links. Health professionals are encouraged to report any suspected adverse reactions to regulatory authorities to facilitate the identification of such potential relationships.",NA
gi bleed,tramadol,,"The provided sections of the drug label for tramadol hydrochloride tablets dive into various adverse reactions, warnings, and boxed warnings, which are essential for understanding the risks associated with the medication. However, the extensive sections do not mention gastrointestinal (GI) bleeding directly as a common adverse reaction in the clinical trials subsection 6.1 or as a labeled warning.

In the clinical trials experience subsection (6.1), GI-related adverse reactions such as nausea, vomiting, constipation, dry mouth, diarrhea, abdominal pain, and dyspepsia are mentioned. Table 1 in this section suggests that gastrointestinal adverse reactions are among the most frequently reported events, with constipation, nausea, and vomiting being quite common, although it does not specifically mention GI bleeding.

In the postmarketing experience subsection (6.2), GI bleeding is listed under the ""Other Adverse Experiences, Causal Relationship Unknown."" It indicates that gastrointestinal bleeding has been reported with postmarketing experience, but a causal relationship with tramadol hydrochloride tablets has not been determined. Therefore, the evidence regarding tramadol directly causing GI bleed seems to come from the postmarketing phase, rather than controlled clinical trials, and the causal relationship remains unclear.

The warnings and precautions section (5), particularly 5.16, addresses the risks associated with tramadol use in patients with gastrointestinal conditions, indicating that tramadol is contraindicated in patients with known or suspected gastrointestinal obstruction. However, it does again not explicitly address GI bleeding.

Given the information provided, there seems to be a recognition of gastrointestinal bleeding as a potential adverse event in patients taking tramadol based on postmarketing reports, but no solid established causal relationship from clinical trial data. Health care professionals are often advised to monitor for such reactions and report them to the relevant regulatory bodies, such as the FDA. Patients who exhibit symptoms suggestive of GI bleeding should seek immediate medical attention, and healthcare providers should consider these risks when prescribing tramadol.",NA
gi bleed,trametinib,,"Based on the provided drug label information, gastrointestinal hemorrhage (which includes events such as GI bleed) is listed as an adverse reaction under the Warnings and Precautions (5.2) for patients taking trametinib (known by the brand name MEKINIST), particularly when it is used in combination with the drug dabrafenib. This suggests that there is evidence for gi bleed as a potential adverse reaction of trametinib. The evidence stems from multiple sources in the clinical development program:

1. Clinical Trials Experience (Section 6.1):
   - Hemorrhagic events, including GI bleed, are reported in adult patients as an adverse reaction in the pooled safety population from clinical trials with trametinib as monotherapy or in combination with dabrafenib (17% of patients experienced hemorrhagic events).
   - Specific incidences of GI hemorrhage are documented in 3% of adult patients, and there were fatal cases (0.5%).
   - Pediatric pooled safety population also shows hemorrhagic events in 25% of patients with types of bleeding such as epistasis (nosebleeds) and gastrointestinal hemorrhage.
   - Major hemorrhage defined as symptomatic bleeding in a critical area or organ resulted in permanent discontinuation of MEKINIST for all Grade 4 hemorrhages and for Grade 3 events that do not improve.

2. Warnings and Precautions (Sections 5.2, 5.4, and 5.5):
   - A warning is provided for increased risk of hemorrhages with the use of trametinib, with advice to monitor patients for signs and symptoms of bleeding.
   - Recommendations for dose adjustments (interruption, reduction, or discontinuation) are provided for patients who experience Grade 3 or higher hemorrhagic events.
   - Increased risk for other adverse cardiovascular effects like cardiomyopathy (including cardiac failure) is also cited, which can co-occur with hemorrhagic events.

3. Postmarketing Experience (Section 6.2):
   - Adverse reactions identified during post-approval use are listed based on reports from trametinib users after the drug has entered the market.

The labeling information clearly states that healthcare professionals should monitor patients for signs of GI bleeding when receiving trametinib and that fatal hemorrhages have been reported. Moreover, recommendations for managing these adverse reactions, including treatment discontinuation and dose adjustments, are outlined, reflecting the risk and clinical importance of this potential adverse effect.

Lastly, it's important to note that while the information provided in the drug label supports an association between trametinib and GI bleed, the exact incidence rates and strength of the causal relationship could be further understood by reviewing the original clinical trial data, specific case reports, and larger epidemiological studies from post-marketing surveillance. However, the label information does not include these detailed data.",NA
gi bleed,trametinib,,"The provided drug label for trametinib (MEKINIST) includes substantial information on its safety profile and potential adverse reactions based on clinical trials and postmarketing experience. There is no explicit mention of gastrointestinal (GI) bleeding as a distinct adverse event. However, the label provides data on related adverse events of interest:

1. **Hemorrhage**: 
   - **Adult Safety Pool**: Hemorrhagic events occurred in 17% of patients, with gastrointestinal hemorrhage specifically occurring in 3%. Additionally, intracranial hemorrhage was reported in 0.6%, with some instances (0.5%) being fatal due to cerebral and brainstem hemorrhages. These figures suggest a relationship between trametinib exposure and bleeding risks, which could potentially include GI bleeding.
   - **Pediatric Safety Pool**: Hemorrhagic events were reported in 25% of pediatric patients. While the most common bleeding type was epistaxis (nosebleed), serious bleeding events like gastrointestinal hemorrhage occurred in 1.2% of pediatric patients. This suggests that GI bleeding is a potential risk in this population as well.

2. **Warnings and Precautions**:
   - The label warns of major hemorrhagic events and includes instructions to monitor for signs and symptoms of bleeding. The recommendation to permanently discontinue trametinib for all Grade 4 hemorrhagic events and for certain Grade 3 hemorrhagic events, which may encompass GI bleeds, indicates that there is a clinically significant risk of severe bleeding.

3. **Clinical Trials and Postmarketing Experience**:
   - In clinical trials, adverse events related to hemorrhage and colitis were documented, which are clinical manifestations consistent with GI bleeding.
   - In postmarketing surveillance, no additional specific data on GI bleeding were provided, but serious cutaneous and non-cutaneous adverse reactions, including drug reaction with eosinophilia and systemic symptoms (DRESS), have been reported. DRESS has been known to be associated with GI complications, although these complications are not specifically described in the label.

In conclusion, while GI bleeding is not explicitly mentioned as a discrete adverse event in the drug label for trametinib, there is documented evidence of hemorrhagic events and gastrointestinal hemorrhage that is described under the broader category of hemorrhage in both the adult and pediatric safety populations. The label recommendations to monitor for and potentially discontinue trametinib in the event of serious hemorrhagic events suggest a recognized risk that is relevant to clinical practice.

Healthcare professionals prescribing MEKINIST should carefully assess the risk of bleeding and educate patients about the signs and symptoms of severe hemorrhage, including GI bleeding, and the importance of seeking immediate medical attention should these arise.",NA
gi bleed,tretinoin,,"Based on the information provided from clinical trials and post-marketing surveillance detailed in the drug label for tretinoin, gastrointestinal (GI) hemorrhage, which includes GI bleeding, was identified as one of the adverse reactions to tretinoin. In clinical trials evaluating the safety of tretinoin capsules in patients with Acute Promyelocytic Leukemia (APL), one of the common adverse reactions reported in more than 30% of patients was gastrointestinal hemorrhage. Table 1 within the drug label specifies that gastrointestinal hemorrhage occurred in 34% of patients treated with tretinoin capsules.

Post-marketing experience, which draws upon voluntary reports from healthcare professionals and patients, cannot always reliably estimate the frequency of adverse reactions or establish a definitive causal relationship to drug exposure because of the uncertain size of the reporting population. Within the post-marketing experience section, there is no direct mention of GI bleeding as an observed adverse event distinct from those reported in clinical trial data.

In summary, evidence for GI bleeding as an adverse reaction to tretinoin comes from clinical trial data, as gastrointestinal hemorrhage was reported in a significant proportion of treated patients. However, no specific frequency or causality has been clearly established from post-marketing surveillance due to the nature of voluntary reporting and the lack of detailed data on this particular adverse event in that section.",NA
gi bleed,valproate,,"Based on the provided drug label sections, there is no explicit mention of gastrointestinal (GI) bleeding as a common adverse reaction specifically attributed to valproate use. The label does list several gastrointestinal system-related adverse reactions observed in clinical trials, such as nausea, vomiting, abdominal pain, diarrhea, dyspepsia, constipation, anorexia, and hemorrhagic pancreatitis, but GI bleeding is not directly listed under common adverse reactions (section 6 ADVERSE REACTIONS).

However, it is mentioned in the ""Warnings and Precautions"" section (5.8 Bleeding and Other Hematopoietic Disorders) that valproate is associated with dose-related thrombocytopenia, a condition that can affect clotting and potentially increase the risk of bleeding. Although thrombocytopenia can increase the risk of bleeding, an explicit connection between valproate and GI bleeding is not made in this section of the label either.

Furthermore, valproate's effects on coagulation parameters are noted, as it may cause inhibition of the secondary phase of platelet aggregation and result in abnormalities, such as low fibrinogen or acquired von Willebrand's disease. These coagulation abnormalities could theoretically increase the risk of bleeding, including GI bleeding.

In the ""Postmarketing Experience"" section (6.2), there's acknowledgment of reported adverse reactions following valproate use based on voluntary submissions from an uncertain population size. However, it is not explicitly stated if GI bleeding has been reported during postmarketing surveillance. Therefore, based on this label information alone, we cannot confirm a known, reported incidence of GI bleeding attributed directly to valproate use.

To conclude, there is no direct evidence in the provided sections of the valproate drug label that GI bleeding is a recognized adverse reaction to valproate. The label mentions thrombocytopenia and coagulation abnormalities, which may theoretically increase the risk of bleeding, but the connection to GI bleeds as a specific adverse reaction is not made. Therefore, if GI bleeding is suspected to be associated with valproate use in practice, it might be based on postmarketing reports or clinical experience not explicitly detailed in the label, or it may be an extrapolation from valproate's known effects on the hematopoietic system and coagulation. One should review detailed postmarketing surveillance data and clinical study reports for more specific evidence linking valproate to GI bleeding incidents.",NA
gi bleed,varenicline,,"Based on the provided drug label sections, there is no direct evidence to support a relationship between gastrointestinal bleeding (GI bleed) and the use of varenicline. The adverse reactions section and post-marketing experience of the drug label do not list GI bleeding as a reported adverse event. The listed gastrointestinal disorders primarily include nausea, constipation, flatulence, vomiting, and in some infrequent cases, dyspepsia, dry mouth, and abdominal pain. Gastrointestinal hemorrhage is mentioned; however, it is categorized as ""infrequent,"" with no specific mention of GI bleed.

Clinical trials experience with varenicline did not yield a high incidence of gastrointestinal adverse events beyond those commonly associated with the drug, such as nausea. Postmarketing experience indicates reports of several adverse events but does not directly implicate GI bleed as a common or well-characterized outcome of varenicline treatment.

It's imperative to note that individual patient experiences and reports may vary, and not all adverse reactions may be captured in clinical trials or postmarketing surveillance due to underreporting or the specificity of the data collected.

In summary, based on the information within the drug label, there is no substantiated evidence linking varenicline to GI bleed as an adverse reaction. Clinicians prescribing varenicline should continue to monitor for adverse events as recommended in the label and consider the individual patient's risk factors and clinical history. If new evidence becomes available or regulatory agencies provide updated information, assessments and recommendations may change accordingly.",NA
gi bleed,venetoclax,,"Based on the provided sections from the drug label for venetoclax, there are no explicit mentions of gastrointestinal (GI) bleeding as a common adverse reaction or warning. The sections describe various studies that show the most frequent adverse reactions for different conditions in which venetoclax is used, such as chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) and acute myeloid leukemia (AML). Notably, among the listed common adverse reactions (≥20% for CLL/SLL; ≥30% for AML), GI bleeding is not specifically mentioned. However, hemorrhage, including gastrointestinal hemorrhage, is cited as a common adverse reaction (≥30% in any AML trial).

In the clinical trial data of venetoclax (specifically Section 6.1 Clinical Trials Experience and Table 15 Adverse Reactions in the VIALE-A trial for AML), hemorrhage, which encompasses not only GI bleeding but also other forms of bleeding, is reported. It is important to note that ""hemorrhage"" is a broad term that can refer to bleeding in various parts of the body, and GI bleed could potentially be a part of this broader category.

Post-marketing surveillance is a tool for identifying adverse events that might not have been captured during clinical trials due to various reasons, including the limited size of clinical trials, their shorter duration, or because certain adverse events are rare. For venetoclax, the label mentions the option to report suspected adverse reactions to either the manufacturer AbbVie Inc. or the FDA. Since the label does not explicitly report post-marketing surveillance data suggesting an association between venetoclax and GI bleeding, it can be concluded that up to the knowledge cutoff date, there is no direct, substantial evidence from post-marketing surveillance specifically linking venetoclax with GI bleeding.

To summarize, while hemorrhage of any type is a recognized adverse event of venetoclax, particularly in the treatment of AML, the provided drug label sections do not specifically cite GI bleed as a common adverse reaction. For a definitive association of venetoclax and GI bleeding, further detailed analysis of clinical trial data, case studies, or post-marketing surveillance data would be required, beyond the scope of the information provided here. 

Sources:
1. Venetoclax Drug Label Sections provided (clinical trials data and adverse reactions).",NA
gi bleed,venlafaxine,,"The provided drug label sections outline various adverse reactions and safety concerns associated with the use of venlafaxine, an antidepressant medication. However, the specific adverse reaction in question—gastrointestinal bleeding or gi bleed—is not explicitly mentioned in these sections.

In the phase 2 and phase 3 clinical trials cited, 19% of venlafaxine patients discontinued treatment due to adverse events, but there is no direct mention of gi bleed as a cause. The most commonly observed adverse events related to the gastrointestinal system included nausea, constipation, anorexia, and vomiting, none of which is gi bleed.

Postmarketing reports listed various other adverse events temporally associated with venlafaxine, including hemorrhage, but it specifically mentions eye and gastrointestinal bleeding, but without explicit referral to gi bleed as a distinct category.

The section about ""Digestive system"" under ""Other Events Observed During the Premarketing Evaluation of Venlafaxine"" lists gastrointestinal ulcer, gastrointestinal hemorrhage, and hematemesis among infrequent to rare events. Gastrointestinal hemorrhage can be interpreted as including gi bleeds. However, due to its classification as an infrequent to rare event, the evidence does not suggest a strong or consistent relationship between venlafaxine use and gi bleed.

Laboratory changes indicate increases in serum cholesterol and ECG changes in heart rate but give no indication of blood parameters that would suggest a prevalent risk of bleeding disorders.

Overall, while there is some mention of gastrointestinal hemorrhage as an infrequent to rare event, the provided label sections do not establish a clear, strong relationship between venlafaxine and the specific adverse reaction of gi bleed. For a definitive assessment, information from peer-reviewed studies, larger patient population data, or comprehensive meta-analyses would be needed. Additionally, when evaluating the risk of gi bleed with venlafaxine, it would also be important to consider patient-specific factors, such as concurrent medication use (e.g., NSAIDs, anticoagulants) or pre-existing conditions that may contribute to an increased risk of bleeding.",NA
gi bleed,vigabatrin,,"Based on the provided drug label sections for vigabatrin (SABRIL), there is no direct mention of gastrointestinal (GI) bleed as a common adverse reaction in clinical trials, case studies, or post-marketing surveillance data. The detailed adverse reactions described in the sections focus mainly on neurological and visual side effects, metabolic alterations, and systemic symptoms.

In the clinical trial experience (section 6.1), gastrointestinal-related adverse events such as diarrhea, nausea, vomiting, constipation, upper abdominal pain, dyspepsia, stomach discomfort, and abdominal pain are reported; however, GI bleed is not specifically listed among them. The most common adverse reactions (incidence ≥5% over placebo) documented for different patient groups (adults, pediatric patients, and infants) do not include GI bleed.

The postmarketing experience (section 6.2) mentions gastrointestinal hemorrhage as an adverse reaction observed after approval but does not provide frequency data or establish a causal relationship between this event and vigabatrin exposure. It is also important to note that post-marketing surveillance data relies on voluntary reporting, which can make it harder to estimate the actual incidence or establish causality of adverse reactions.

Therefore, while gastrointestinal hemorrhage has been mentioned in the postmarketing context, the evidence to strongly support a causal relationship between GI bleed and vigabatrin based on the provided sections of the drug label is limited. Health care providers might consider this potential risk in the context of postmarketing voluntary reports without specific frequency data or a clear causative link. Further analysis or research might be necessary to better understand the relationship between vigabatrin and the risk of GI bleed. 

It is recommended that health care professionals report any suspected adverse reactions to Lundbeck at 1-800-455-1141 or the FDA at 1-800-FDA-1088 or www.fda.gov/medwatch to help gather more data and better understand potential side effects of the medication.",NA
